ID	Name	General Class	V-V.	V-H.	V-C.	C-P.	C-M.	C-S.	Phon.	Init.	Pri.	2nd	Pros.	Tone.	Notes
1602	õ̞ĩ	v	cm c	b f	nru				vd	p	lwd	none	none	none	
1664	õ̞ĩˤ	v	cm c	b f	nru				vd	p	lwd	ph	none	none	
2342	oj	v	cm	b f	r				vd	p	none	none	none	none	
2881	oʲ	v	cm c	b f	r				vd	p	none	j	none	none	
2880	õʲ	v	cm c	b f	nr				vd	p	none	j	none	none	
519	ou	v	cm c	b b	r				vd	p	none	none	none	none	
517	oũ	v	cm c	b b	nr				vd	p	none	none	none	none	
388	ou̙	v	cm c	b b	r				vd	p	none	none	none	none	
2195	ou̯	v	cm c	b b	r				vd	p	none	none	breve	none	
2030	oʊ	v	cm nc	b nb	r				vd	p	none	none	none	none	
2388	õũ	v	cm c	b b	nr				vd	p	none	none	none	none	
406	o̞u	v	cm c	b b	r				vd	p	lwd	none	none	none	
2323	ow	v	cm c	b b	r				vd	p	none	none	none	none	
1426	ʊˤ	v	nc	nb	r				vd	p	none	ph	none	none	
9	u	v	c	b	r				vd	p	none	none	none	none	
1894	ü	v	c	b	r				vd	p	none	none	none	none	
544	ŭ	v	c	b	r				vd	p	none	none	brev	none	
243	ũ	v	c	b	nr				vd	p	nas	none	none	none	
176	ʉ	v	c	c	r				vd	p	none	none	none	none	
543	ŭ̃	v	c	b	nr				vd	p	none	none	brev	none	
1618	ʉ̆	v	c	c	r				vd	p	none	none	brev	none	
2014	ʉ̃	v	c	c	r				vd	p	none	none	none	none	
2225	uˀ	v	c	b	r			pog	vd	p	none	glt	none	none	
2436	u̘	v	c	b	r				vd	p	adv	none	none	none	
2430	u̙	v	c	b	r				vd	p	ret	none	none	none	
2802	u̜	v	c	b	r				vd	p	none	none	none	none	
2710	u̞	v	c	b	r				vd	p	lwd	none	none	none	
1549	u͓	v	c	b	r				vd	p	mc	none	none	none	
1779	ʉ̞	v	c	c	r				vd	p	lwd	none	none	none	
2355	ʉ̟	v	c	c	r				vd	p	adv	none	none	none	
64	ʊ	v	nc	nb	r				vd	p	none	none	none	none	
889	uˑ	v	c	b	r				vd	p	none	none	hl	none	
1462	uˤ	v	c	b	r				vd	p	none	ph	none	none	
520	ʊ̈	v	nc	nb	r				vd	p	c	none	none	none	
733	ʊ̆	v	nc	nb	r				vd	p	none	none	brev	none	
324	ʊ̃	v	nc	nb	r				vd	p	none	none	none	none	
2173	ũˤ	v		b	r				vd	p	none	ph	none	none	
1367	ʊ̙	v	nc	nb	r				vd	p	ret	none	none	none	
356	ʊ̯	v	nc	nb	r				vd	p	none	none	brev	none	
15	uː	v	c	b	r				vd	p	none	none	long	none	
1899	üː	v	c	b	r				vd	p	none	none	long	none	
217	ũː	v	c	b	nr				vd	p	none	none	long	none	
656	ʉː	v	nc	c f	r				vd	p	none	none	long	none	
2711	u̞ː	v	c	b	r				vd	p	lwd	none	long	none	
285	ʊː	v	nc	nb	r				vd	p	none	none	long	none	
1792	uˤː	v	c	b	r				vd	p	none	ph	long	none	
863	ʊ̈ː	v	nc	nb	r				vd	p	c	none	long	none	
771	ʊ̃ː	v	nc	nb	r				vd	p	none	none	long	none	
1368	ʊ̙ː	v	nc	nb	r				vd	p	ret	none	long	none	
2506	uːa	v	c o	b f 	ru				vd	p	none	none	long	none	
2503	uːʌ	v	c om	b b	ru				vd	p	none	none	long	none	
1008	ua	v	c o	b f	ru				vd	p	none	none	none	none	
2806	uã	v	c o	b f	ru				vd	p	none	none	none	none	
2085	ʊa	v	nc o	nb b	ru				vd	p	none	none	none	none	
1905	uaː	v	c o	b f	ru				vd	p	none	none	long	none	
2807	uãː	v	c o	b f	ru				vd	p	none	none	long	none	
2138	uai	v	c o c	b f f	ru				vd	p	none	none	none	none	
1090	uɔ	v	c om 	b b	r				vd	p	none	none	none	none	
2372	ʊɔ	v	nc om	nb b	r				vd	p	none	none	none	none	
1936	ue	v	c cm	b f	ru				vd	p	none	none	none	none	
2076	uẽ	v	c cm	b f	ru				vd	p	none	none	none	none	
1076	uɛ	v	c om	b f	ru				vd	p	none	none	none	none	
1510	uə	v	c m	b c	ru				vd	p	none	none	none	none	
2254	ũə	v	c m	b c	nru				vd	p	none	none	none	none	
2084	ʊe	v	nc cm	nb f	ru				vd	p	none	none	none	none	
2158	uei	v	c cm c	b f f	ru				vd	p	none	none	none	none	
2882	uʰ	v	c	b	r			poa	vd	p	none	none	none	none	
624	ui	v	c c	b f	ru				vd	p	none	none	none	none	
1069	uɪ	v	c nc	b nf	ru				vd	p	none	none	none	none	
2260	uɨ	v	c c	b c	ru				vd	p	none	none	none	none	
2202	ui̯	v	c c	b f	ru				vd	p	none	none	breve	none	
1603	ũĩ	v	c c	b f	ru				vd	p	none	none	none	none	
2275	ʉi	v	c c	c f	ru				vd	p	none	none	none	none	
1598	ʊi	v	nc c	nb f	ru				vd	p	none	none	none	none	
2239	ʊɪ	v	nc nc	nb nf	ru				vd	p	none	none	none	none	
2322	uj	v	c c	b f	ru				vd	p	none	none	none	none	
554	uo	v	c cm	b b	r				vd	p	none	none	none	none	
402	ʊu	v	nc c	nb b	r				vd	p	none	none	none	none	
1798	uʌ	v	c om	b b	ru				vd	p	none	none	none	none	
2842	uy	v	c c	b f	r				vd	p	none	none	none	none	
227	ʌ	v	om	b	none				vd	p	none	none	none	none	
779	ʌ̃	v	om	b	n				vd	p	none	none	none	none	
398	ʌ̯	v	om	b	none				vd	p	none	none	none	none	
587	ʌː	v	om	b	none				vd	p	none	none	long	none	
768	ʌ̃ː	v	om	b	n				vd	p	none	none	long	none	
2259	ʌə	v	om m	b c	none				vd	p	none	none	none	none	
2075	ʌi	v	om c	b f	none				vd	p	none	none	none	none	
2196	wa	v	c o	b f	ru				vd	p	none	none	none	none	
2189	wai̯	v	c o c	b f f	ru				vd	p	none	none	breve	none	
2194	we	v	c om	b f	ru				vd	p	none	none	none	none	
2011	wə	v							vd	p	none	none	none	none	
2187	wei̯	v	c om c	b f f	ru				vd	p	none	none	breve	none	
2200	wi	v	c c	b f	ru				vd	p	none	none	none	none	
2198	wo	v	c cm	b b	r				vd	p	none	none	none	none	
58	y	v	c	f	r				vd	p	none	none	none	none	
703	ʏ	v	nc	nf	r				vd	p	none	none	none	none	
897	y̆	v							vd	p	none	none	brev	none	
1094	ỹ	v	c	f	r				vd	p	nas	none	none	none	
1912	yʼ	v	c	f	r			pog	vd	ge	none	glt	none	none	
2573	ˀy	v	c	f	r			prg	vd	p	none	glt	none	none	
1173	yː	v	c	f	r				vd	p	none	none	long	none	
2161	ye	v	c om	f f	ru				vd	p	none	none	none	none	
2837	yə	v	c m	f c	ru				vd	p	none	none	none	none	
2727	å	v	o	f	none				vl	p	none	none	none	none	
576	ḁ	v	o	f	none				vl	p	none	none	none	none	
961	e̥	v	cm	f	none				vl	p	none	none	none	none	
582	e̞̥	v	cm	f	none				vl	p	none	none	none	none	
616	ə̥	v	m	c	none				vl	p	none	none	none	none	
2561	e̥ː	v	cm	f	none				vl	p	none	none	long	none	
449	i̥	v	c	f	none				vl	p	none	none	none	none	
654	ɨ̥	v	c	c	none				vl	p	none	none	none	none	
652	o̞̥	v	cm	b	r				vl	p	lwd	none	none	none	
459	u̥	v	c	b	r				vl	p	none	none	none	none	
